LoanID,CustomerID,BranchID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,Status
1696,3545,195,Auto,125308.86,4.08,36,2021-12-01,Active
1697,8379,990,Personal,344385.27,8.09,120,2023-05-26,Active
1698,1516,127,Student,151543.3,7.27,12,2023-03-22,Paid
1699,9378,194,Mortgage,292494.78,3.77,360,2025-09-12,Active
1700,6700,925,Mortgage,283697.95,10.23,360,2025-07-03,Active
1701,9474,754,Student,485487.6,7.64,24,2024-05-05,Defaulted
1702,2221,881,Auto,254191.67,8.41,12,2023-02-06,Active
1703,7039,263,Student,328535.88,4.53,24,2023-07-16,Active
1704,6443,489,Mortgage,282681.5,11.38,360,2022-10-30,Paid
1705,5694,854,Personal,391265.4,4.35,36,2021-12-08,Active
1706,7134,325,Personal,301997.61,10.24,48,2023-11-16,Active
1707,4143,204,Mortgage,432510.71,8.13,36,2023-10-03,Active
1708,8551,877,Personal,495501.16,3.96,120,2025-08-29,Active
1709,7341,674,Auto,219281.39,6.22,48,2023-02-19,Active
1710,973,617,Mortgage,33923.54,11.39,24,2024-03-02,Active
1711,2798,338,Auto,375160.89,4.19,120,2023-10-07,Active
1712,3186,320,Auto,270758.36,5.62,48,2024-02-18,Active
1713,3956,350,Mortgage,378099.22,10.27,24,2025-03-04,Active
1714,6466,703,Auto,375475.73,4.6,36,2023-10-07,Active
1715,2201,716,Personal,347870.93,4.33,12,2026-02-08,Active
1716,6304,858,Mortgage,385693.2,8.44,12,2025-08-14,Active
1717,2829,704,Mortgage,330591.83,8.92,24,2025-10-15,Active
1718,9240,858,Personal,188566.43,7.8,48,2023-04-11,Paid
1719,821,489,Auto,429983.14,4.37,48,2024-12-04,Active
1720,8390,381,Student,353345.89,8.36,120,2025-09-26,Active
1721,1053,132,Personal,393904.25,10.34,120,2023-01-05,Active
1722,4072,328,Auto,423668.83,10.49,120,2026-02-02,Defaulted
1723,4052,716,Mortgage,340767.31,9.9,360,2022-05-24,Active
1724,698,489,Mortgage,267561.02,9.14,360,2024-05-22,Active
1725,7631,925,Personal,136297.81,12.29,120,2022-08-05,Active
1726,1250,195,Student,172569.96,8.67,360,2024-06-21,Paid
1727,2631,854,Auto,187787.43,6.32,36,2023-09-30,Active
1728,2753,195,Auto,221945.92,4.67,24,2023-02-21,Active
1729,802,833,Mortgage,467036.32,11.76,24,2021-08-13,Active
1730,8608,467,Personal,216316.89,3.54,12,2022-12-12,Active
1731,251,328,Student,313416.61,10.76,120,2024-03-20,Paid
1732,4835,381,Personal,74117.79,4.95,60,2023-06-06,Paid
1733,9149,928,Student,68776.76,8.15,12,2024-03-14,Active
1734,6429,320,Student,311105.0,8.85,48,2022-10-13,Active
1735,8463,194,Auto,139098.62,11.55,12,2021-11-09,Active
1736,1827,130,Personal,160415.08,5.49,48,2024-04-21,Active
1737,9219,338,Student,345785.42,8.08,360,2021-11-06,Active
1738,2890,194,Auto,123888.7,9.76,36,2025-06-24,Active
1739,6526,704,Auto,148570.89,5.83,60,2022-12-22,Active
1740,1440,303,Student,433306.16,4.5,36,2023-10-01,Active
1741,7197,928,Student,181911.42,3.91,360,2024-07-16,Active
1742,7614,130,Student,306063.04,7.92,48,2024-11-18,Active
1743,2096,325,Auto,368682.53,10.81,24,2021-06-29,Active
1744,9142,792,Student,449949.05,4.62,60,2024-12-27,Active
1745,4057,303,Personal,106307.14,3.66,12,2025-11-03,Paid
1746,5525,325,Auto,153209.75,10.74,48,2026-03-12,Active
1747,898,106,Auto,339112.56,9.57,36,2026-02-12,Active
1748,1964,132,Mortgage,472827.31,4.03,36,2022-08-08,Active
1749,7008,194,Mortgage,384653.87,12.36,12,2023-06-27,Paid
1750,998,674,Mortgage,73009.95,6.3,360,2025-04-23,Active
1751,2744,320,Personal,35188.14,3.69,36,2022-03-06,Active
1752,7265,990,Personal,252545.7,10.61,36,2024-05-10,Active
1753,5759,990,Student,204120.08,5.31,120,2025-05-11,Paid
1754,3997,189,Mortgage,265677.62,9.92,24,2024-01-15,Paid
1755,4354,765,Student,467786.24,7.1,120,2024-11-04,Active
1756,9860,204,Personal,250890.48,8.57,24,2022-03-17,Active
1757,4707,792,Mortgage,160847.68,10.89,120,2021-06-16,Paid
1758,5160,532,Auto,79406.74,3.82,60,2025-12-13,Active
1759,9799,792,Personal,474721.7,5.29,360,2021-09-15,Active
1760,5033,448,Student,364414.45,11.82,36,2021-12-18,Active
1761,8472,990,Auto,381826.82,8.72,48,2021-08-22,Active
1762,2604,194,Auto,486089.33,12.11,360,2023-02-15,Active
1763,83,130,Personal,407820.65,8.16,48,2021-06-25,Active
1764,346,320,Personal,230579.52,10.62,360,2022-09-10,Active
1765,722,925,Auto,174676.5,11.28,360,2022-11-02,Paid
1766,5931,303,Student,167274.05,12.05,60,2022-03-08,Active
1767,555,877,Mortgage,411362.12,4.9,48,2022-07-02,Active
1768,6984,754,Mortgage,487277.31,12.4,360,2023-02-04,Active
1769,5986,467,Student,139733.52,3.5,48,2026-04-06,Active
1770,1552,242,Auto,96842.25,11.89,48,2024-03-09,Active
1771,501,559,Personal,295789.67,4.75,24,2024-05-27,Active
1772,9083,877,Auto,74113.52,6.43,48,2022-03-21,Active
1773,7612,559,Mortgage,496240.46,11.82,48,2022-10-31,Active
1774,6958,384,Mortgage,499346.62,11.56,360,2022-02-17,Active
1775,8777,338,Personal,19503.69,10.51,24,2024-11-11,Active
1776,4976,328,Personal,480560.85,6.32,24,2025-08-31,Active
1777,7180,320,Mortgage,491574.75,12.06,48,2023-03-22,Paid
1778,6860,242,Personal,297150.69,9.96,360,2022-06-21,Active
1779,8776,833,Mortgage,484058.29,10.85,12,2022-12-08,Defaulted
1780,6319,467,Student,151976.08,6.37,120,2022-08-13,Active
1781,6147,242,Student,194291.78,4.74,36,2026-01-13,Active
1782,3496,381,Personal,30744.85,12.49,24,2024-05-01,Active
1783,1113,130,Student,102268.02,6.18,12,2023-07-08,Active
1784,7642,384,Personal,406753.06,9.68,36,2022-02-24,Active
1785,4570,381,Mortgage,11470.16,6.35,48,2023-07-16,Active
1786,3617,130,Personal,120763.29,4.67,60,2022-05-22,Active
1787,6999,467,Mortgage,292335.13,11.71,360,2022-09-16,Active
1788,281,242,Personal,407765.19,8.25,24,2024-10-16,Active
1789,5081,792,Student,389076.47,5.81,24,2023-04-10,Active
1790,14,489,Auto,188495.65,11.64,120,2022-06-11,Active
1791,8952,881,Auto,157353.43,6.93,120,2024-10-26,Paid
1792,1219,489,Auto,150430.45,6.88,24,2022-05-25,Active
1793,9385,489,Auto,455662.2,9.47,48,2022-04-12,Active
1794,7685,658,Personal,468308.33,4.81,48,2023-10-27,Active
1795,4043,323,Auto,7961.66,6.56,360,2023-07-23,Active
1796,7481,854,Student,94228.01,8.65,60,2024-01-11,Paid
1797,6905,990,Mortgage,236845.62,5.32,360,2023-01-14,Active
1798,3975,328,Mortgage,473923.54,11.6,60,2025-05-08,Active
1799,9680,303,Mortgage,95357.75,10.09,24,2022-03-20,Active
1800,1347,532,Auto,426729.66,11.16,60,2024-03-03,Active
1801,4480,130,Auto,410653.02,10.05,120,2021-08-14,Active
1802,4704,814,Mortgage,143747.82,6.28,24,2023-07-31,Active
1803,7065,532,Student,133598.4,6.94,24,2024-01-18,Active
1804,1270,858,Mortgage,208361.73,11.09,48,2022-05-16,Paid
1805,1067,350,Student,414573.14,5.69,24,2024-08-26,Active
1806,3565,323,Personal,470781.87,7.2,360,2025-06-19,Active
1807,7648,320,Personal,230474.71,12.04,120,2025-12-07,Active
1808,3668,674,Auto,497934.8,4.77,48,2025-01-21,Paid
1809,3708,754,Mortgage,419797.67,8.72,360,2025-07-06,Active
1810,9120,854,Auto,228963.21,8.41,36,2025-12-29,Paid
1811,2306,658,Student,440860.94,6.71,36,2025-07-25,Paid
1812,453,448,Mortgage,412150.37,7.26,360,2021-08-02,Active
1813,335,858,Mortgage,315097.04,12.12,36,2021-12-23,Active
1814,5639,263,Mortgage,53636.66,6.22,120,2022-05-16,Active
1815,6687,818,Student,230989.89,9.14,120,2024-04-24,Paid
1816,6732,106,Personal,403186.48,11.47,120,2022-03-01,Active
1817,8387,204,Student,196038.1,10.17,24,2023-01-30,Active
1818,1502,674,Personal,166978.42,3.55,120,2022-10-30,Paid
1819,1303,467,Auto,311975.97,9.48,360,2024-11-27,Active
1820,8391,384,Personal,344645.16,4.1,120,2025-11-16,Active
1821,4353,127,Student,380440.41,8.07,60,2023-11-07,Active
1822,79,716,Mortgage,146498.19,3.99,48,2022-11-23,Active
1823,2864,818,Auto,277935.64,7.06,360,2022-12-22,Active
1824,9665,859,Student,339022.86,4.72,120,2022-10-19,Active
1825,8024,448,Student,43154.29,9.35,48,2024-08-27,Active
1826,3160,350,Personal,492627.95,4.02,36,2022-12-05,Active
1827,9888,259,Personal,193350.85,8.84,36,2024-03-08,Active
1828,2306,130,Auto,453977.44,7.13,120,2024-05-01,Active
1829,165,858,Mortgage,470346.12,5.22,60,2023-08-06,Active
1830,376,259,Auto,404609.62,10.98,24,2024-11-01,Active
1831,6319,444,Auto,221066.21,11.51,120,2021-08-28,Active
1832,3940,990,Student,337385.0,10.68,36,2023-01-29,Active
1833,7133,704,Personal,437983.37,3.88,12,2022-12-12,Active
1834,6332,350,Personal,58175.58,8.02,60,2024-08-08,Active
1835,737,559,Auto,108817.06,7.99,24,2026-02-05,Active
1836,3161,704,Personal,221536.46,6.7,360,2022-11-29,Active
1837,8740,189,Auto,240058.37,4.92,24,2022-01-17,Defaulted
1838,1617,489,Student,31785.68,8.63,12,2021-08-11,Active
1839,3408,754,Student,58934.13,6.15,360,2024-03-19,Active
1840,3827,881,Mortgage,100108.98,10.01,36,2025-02-02,Active
1841,6081,125,Mortgage,250164.67,6.94,60,2022-01-06,Active
1842,398,214,Student,19430.49,5.32,120,2026-02-20,Active
1843,6958,674,Student,391027.17,9.24,24,2025-03-07,Defaulted
1844,2529,529,Personal,154000.39,10.3,60,2023-06-01,Paid
1845,6781,532,Student,461215.97,5.05,360,2022-10-22,Active
1846,8408,106,Personal,483141.84,4.19,48,2023-01-06,Active
1847,4867,189,Student,90074.87,11.41,12,2025-12-22,Active
1848,6491,350,Student,224430.27,10.03,12,2022-03-01,Paid
1849,7609,384,Student,452572.54,9.32,60,2024-04-27,Paid
1850,709,529,Auto,453112.57,5.3,48,2023-10-22,Active
1851,4208,448,Personal,98780.57,11.07,36,2024-03-17,Active
1852,5395,338,Student,237394.78,4.0,48,2024-03-10,Paid
1853,7798,127,Auto,90301.34,9.11,24,2022-06-25,Paid
1854,5162,384,Student,481818.5,9.03,360,2025-03-04,Active
1855,3808,792,Mortgage,144238.21,6.3,12,2026-01-25,Active
1856,3604,559,Personal,480755.82,9.42,24,2025-04-21,Active
1857,7500,674,Mortgage,422752.76,7.53,360,2025-01-10,Active
1858,1201,263,Auto,226037.83,5.03,120,2022-09-08,Active
1859,2108,350,Student,252929.64,12.03,48,2024-07-20,Active
1860,8456,263,Auto,357798.84,11.21,60,2021-05-14,Active
1861,7334,489,Student,402138.23,11.14,36,2022-11-10,Active
1862,116,259,Personal,58735.1,5.05,12,2023-02-21,Active
1863,3638,703,Auto,250692.02,8.06,36,2024-02-12,Active
1864,6693,350,Student,486070.97,6.34,36,2024-12-18,Active
1865,201,858,Personal,21411.21,6.55,360,2023-09-23,Active
1866,9510,130,Student,13674.25,6.26,48,2021-07-01,Active
1867,3915,303,Mortgage,318154.78,10.8,48,2026-04-10,Active
1868,1195,818,Personal,483831.02,6.92,48,2023-04-17,Active
1869,3410,263,Personal,316347.61,11.35,60,2021-06-08,Active
1870,4220,532,Auto,401497.95,7.61,24,2025-11-08,Active
1871,2137,704,Mortgage,131909.05,11.52,36,2024-12-31,Paid
1872,8285,716,Auto,70831.91,8.43,60,2025-08-21,Active
1873,7096,106,Auto,241297.44,11.96,24,2021-12-23,Active
1874,8089,381,Auto,71164.62,8.1,360,2024-06-26,Active
1875,3102,716,Student,407997.91,5.48,360,2021-06-01,Active
1876,8429,132,Auto,275331.71,9.41,360,2025-05-29,Active
1877,6171,204,Mortgage,188594.79,4.48,36,2026-01-29,Paid
1878,9226,928,Auto,480647.31,8.95,36,2025-01-09,Active
1879,4809,990,Personal,423568.23,8.76,48,2025-07-11,Active
1880,3047,529,Auto,495504.16,8.58,12,2026-02-24,Active
1881,3078,859,Personal,10198.24,7.65,48,2024-08-23,Active
1882,8909,925,Mortgage,352409.18,8.9,60,2026-02-26,Active
1883,5837,384,Mortgage,297243.24,10.21,12,2026-03-04,Active
1884,9552,559,Personal,478274.59,7.87,120,2026-02-16,Active
1885,1694,703,Mortgage,49712.26,3.91,24,2023-02-28,Active
1886,274,489,Auto,34723.42,3.57,60,2025-10-09,Active
1887,475,858,Student,175839.4,11.34,48,2022-03-26,Active
1888,1215,529,Student,323722.48,12.02,360,2026-02-26,Active
1889,6966,189,Student,55589.42,11.26,60,2022-05-12,Defaulted
1890,8952,467,Student,237303.8,10.54,36,2026-02-22,Active
1891,6870,242,Personal,336875.06,5.49,24,2023-10-13,Active
1892,4138,814,Mortgage,89122.53,4.84,360,2026-02-02,Active
1893,6752,106,Personal,405626.03,11.39,12,2025-03-23,Active
1894,9088,323,Personal,175151.24,6.61,24,2023-08-19,Active
1895,9194,814,Personal,444151.78,5.7,120,2024-08-13,Active
1896,1604,350,Personal,326904.48,11.96,36,2022-04-24,Active
1897,7718,532,Auto,263693.88,7.61,360,2022-10-14,Active
1898,2620,214,Mortgage,225065.06,11.21,24,2023-04-22,Active
1899,4829,325,Mortgage,59815.86,7.65,12,2022-01-08,Paid
1900,7908,818,Auto,270280.58,10.52,12,2021-05-21,Active
1901,6901,792,Student,30779.01,9.65,12,2021-08-14,Active
1902,5945,195,Mortgage,105040.16,3.96,60,2022-07-09,Active
1903,4229,716,Personal,317384.1,11.99,120,2023-10-09,Active
1904,2158,854,Personal,100051.95,5.36,120,2022-01-31,Active
1905,7942,489,Student,82988.79,8.34,120,2024-05-23,Paid
1906,5116,559,Personal,189736.31,9.19,36,2024-03-05,Active
1907,9072,854,Mortgage,157733.3,7.63,12,2022-04-10,Active
1908,2929,259,Student,247721.14,7.29,120,2025-07-08,Active
1909,1122,259,Mortgage,396598.28,4.29,60,2024-02-03,Active
1910,7951,381,Mortgage,484514.73,5.17,48,2025-09-24,Active
1911,1670,195,Student,295838.64,6.78,120,2024-09-06,Paid
1912,1175,350,Student,396058.31,4.48,120,2023-03-01,Active
1913,1719,263,Auto,287180.42,10.72,48,2025-03-01,Active
1914,723,792,Student,488022.78,6.43,12,2023-02-07,Active
1915,7088,444,Personal,379120.78,8.97,36,2024-02-23,Active
1916,933,529,Student,402958.09,8.09,48,2023-01-18,Active
1917,5585,754,Mortgage,336123.76,10.89,36,2023-01-13,Active
1918,5380,106,Auto,384151.94,7.48,120,2022-09-21,Active
1919,8508,204,Student,307865.32,11.28,48,2025-05-04,Active
1920,1633,199,Auto,205982.16,6.76,36,2021-08-08,Active
1921,5730,328,Auto,230758.78,8.89,48,2022-06-03,Active
1922,4225,384,Personal,341413.71,10.21,60,2025-08-09,Active
1923,5968,716,Student,149164.06,12.18,24,2024-09-23,Paid
1924,5838,928,Auto,331515.28,6.61,36,2024-10-13,Active
1925,251,263,Student,15431.98,11.75,360,2025-01-02,Active
1926,3695,658,Student,125557.85,12.44,48,2025-07-30,Active
1927,6787,925,Mortgage,46706.38,4.14,36,2024-12-28,Paid
1928,4565,529,Mortgage,106016.97,5.85,360,2025-11-05,Active
1929,3163,754,Personal,124729.85,5.29,48,2024-06-13,Active
1930,9091,381,Auto,71925.16,4.84,36,2025-11-24,Active
1931,9090,199,Auto,329997.22,6.35,120,2023-08-06,Active
1932,9040,854,Mortgage,484808.54,11.32,24,2023-02-13,Defaulted
1933,790,259,Mortgage,10866.85,7.7,24,2021-11-26,Active
1934,1921,350,Mortgage,277613.63,6.95,120,2022-01-25,Active
1935,201,444,Auto,327139.52,8.49,48,2024-08-02,Paid
1936,2107,858,Mortgage,481616.81,6.31,12,2022-09-07,Paid
1937,6396,338,Personal,305292.06,10.17,36,2021-11-18,Active
1938,4494,818,Mortgage,211154.14,4.93,60,2021-10-25,Active
1939,2298,814,Auto,120403.64,10.61,60,2024-10-03,Paid
1940,8335,617,Mortgage,300076.49,5.95,60,2024-04-29,Defaulted
1941,9471,381,Auto,130683.15,4.31,36,2022-01-10,Active
1942,9852,199,Student,356297.81,6.0,36,2023-11-26,Active
1943,9094,833,Student,61292.77,8.03,60,2023-06-19,Active
1944,9196,859,Personal,128494.93,5.94,24,2025-03-28,Active
1945,5115,818,Student,133168.08,11.85,24,2023-01-26,Active
1946,1621,127,Mortgage,38763.84,11.54,60,2024-09-25,Active
1947,2292,263,Personal,345518.13,7.87,120,2024-05-27,Active
1948,7537,792,Auto,219544.66,7.53,24,2023-10-12,Active
1949,8556,674,Auto,208950.05,10.93,60,2023-01-08,Active
1950,5647,444,Mortgage,451940.77,11.45,60,2021-12-22,Active
1951,796,381,Mortgage,223597.8,9.33,60,2021-06-19,Active
1952,3231,529,Personal,445599.73,4.49,120,2024-03-15,Active
1953,8394,704,Mortgage,293240.28,4.94,36,2024-04-26,Active
1954,8451,818,Mortgage,327326.6,3.56,48,2025-01-16,Active
1955,6963,259,Student,359607.49,9.19,36,2025-07-10,Paid
1956,4460,765,Mortgage,127491.88,5.32,48,2021-11-16,Active
1957,3506,350,Personal,290244.95,3.78,360,2021-09-11,Active
1958,1073,132,Auto,387114.13,4.69,48,2023-01-20,Active
1959,1186,338,Auto,114482.53,5.59,360,2021-10-11,Active
1960,9675,384,Mortgage,23238.72,10.99,36,2022-07-15,Active
1961,5571,448,Personal,327384.41,7.57,60,2025-03-26,Active
1962,5091,381,Mortgage,226850.08,8.2,60,2024-02-14,Paid
1963,9742,199,Student,243354.15,11.22,360,2026-03-10,Active
1964,6447,833,Student,10504.14,9.97,48,2024-11-01,Active
1965,2836,467,Student,379418.98,12.41,12,2021-08-30,Active
1966,2511,320,Auto,426076.28,8.89,60,2026-01-19,Active
1967,816,384,Student,402680.7,4.22,48,2025-12-14,Active
1968,5117,703,Student,494336.14,7.43,36,2026-03-25,Active
1969,1088,703,Mortgage,306600.86,8.18,360,2024-02-15,Active
1970,2897,674,Auto,352176.65,9.84,360,2025-12-21,Active
1971,9655,323,Mortgage,302635.31,9.74,36,2024-07-27,Active
1972,7777,559,Student,358372.31,3.81,24,2025-02-24,Active
1973,3731,259,Student,418859.93,7.49,60,2022-12-02,Defaulted
1974,322,259,Auto,469304.77,5.52,24,2024-02-18,Active
1975,1693,859,Mortgage,117321.61,8.65,48,2025-09-29,Active
1976,5776,259,Auto,442844.81,9.47,120,2023-11-10,Active
1977,9475,320,Auto,247025.87,9.79,120,2023-01-17,Active
1978,4453,194,Mortgage,261932.37,7.94,360,2023-06-27,Paid
1979,1099,881,Personal,96868.96,7.72,120,2022-09-06,Active
1980,9285,703,Personal,354217.79,8.79,12,2022-11-30,Active
1981,135,858,Auto,454787.2,5.17,60,2022-02-28,Active
1982,1364,125,Auto,385202.11,4.48,36,2023-07-16,Active
1983,1994,489,Mortgage,231553.67,3.73,48,2026-02-19,Active
1984,8845,338,Student,283278.17,7.63,60,2023-08-31,Active
1985,4198,127,Personal,42391.48,11.42,360,2024-02-23,Active
1986,5132,199,Mortgage,159776.83,12.4,36,2022-09-25,Active
1987,4762,814,Student,229411.38,6.35,60,2022-03-05,Active
1988,3599,194,Student,296786.39,7.54,120,2022-09-30,Active
1989,8701,814,Student,87999.56,8.08,360,2024-04-01,Active
1990,343,559,Mortgage,150906.7,5.72,360,2025-12-22,Active
1991,7933,833,Personal,286083.9,3.56,48,2024-12-30,Paid
1992,1094,467,Student,413554.69,7.83,48,2021-09-11,Defaulted
1993,3523,127,Personal,160337.76,5.57,360,2024-12-02,Paid
1994,5852,617,Auto,247236.35,7.15,24,2022-06-29,Paid
1995,5343,858,Student,473183.97,11.48,48,2021-05-09,Active
1996,6183,132,Auto,141942.7,7.74,24,2025-09-01,Active
1997,3909,325,Mortgage,154663.61,7.93,360,2022-03-23,Defaulted
1998,5039,303,Auto,163930.8,9.52,24,2026-01-01,Active
1999,8072,859,Personal,119024.84,5.77,120,2021-09-09,Paid
2000,3099,350,Student,324329.88,8.58,360,2023-08-18,Paid
2001,8406,350,Personal,35554.1,4.47,24,2021-09-19,Active
2002,8924,323,Personal,398466.88,3.72,48,2026-03-13,Active
2003,1032,818,Auto,447348.94,4.16,48,2026-04-14,Active
2004,5785,877,Student,296818.97,12.32,360,2022-04-17,Active
2005,3770,814,Personal,146635.99,11.6,12,2024-01-03,Active
2006,2164,833,Personal,224002.15,8.11,12,2022-05-14,Active
2007,978,338,Mortgage,409822.98,12.38,48,2023-11-18,Active
2008,9366,792,Auto,44794.72,10.06,360,2022-03-12,Paid
2009,2990,877,Mortgage,372475.43,5.64,48,2023-10-17,Active
2010,460,765,Personal,188890.13,8.56,12,2021-04-30,Active
2011,165,194,Auto,276322.36,6.82,60,2024-05-11,Paid
2012,644,858,Auto,347094.94,9.64,24,2021-10-26,Active
2013,4777,858,Mortgage,431233.63,5.71,12,2026-01-22,Active
2014,4403,881,Personal,467494.67,7.8,24,2024-04-11,Active
2015,8378,754,Student,491167.0,5.95,60,2021-06-07,Active
2016,780,132,Student,88216.28,4.11,36,2021-12-26,Active
2017,7480,881,Personal,150092.49,9.31,12,2023-05-16,Paid
2018,239,833,Student,287217.58,11.33,24,2023-07-30,Paid
2019,6339,854,Mortgage,228778.19,4.85,48,2025-05-21,Active
2020,6949,928,Mortgage,21206.4,4.06,48,2023-08-19,Active
2021,4569,195,Mortgage,379100.84,9.26,48,2022-09-07,Paid
2022,5989,467,Student,264179.64,7.32,48,2024-09-22,Active
2023,3471,384,Personal,465079.07,9.24,60,2023-03-05,Paid
2024,6865,674,Student,366124.36,5.61,360,2024-11-02,Paid
2025,4201,448,Personal,313643.63,4.22,12,2023-06-24,Active
2026,7625,259,Personal,187622.02,9.41,36,2021-12-04,Active
2027,2074,765,Personal,229713.96,5.61,36,2022-11-12,Active
2028,6952,467,Student,143326.79,8.19,120,2022-10-09,Active
2029,2227,833,Personal,207356.11,8.46,48,2024-10-24,Active
2030,4251,765,Student,384994.79,12.31,24,2023-11-22,Active
2031,9635,189,Mortgage,173799.34,5.74,60,2025-02-27,Active
2032,988,130,Auto,189381.34,10.07,360,2022-06-19,Paid
2033,3026,754,Student,279069.21,8.65,36,2024-01-14,Active
2034,3286,303,Auto,136387.3,7.61,120,2023-08-01,Paid
2035,5977,467,Auto,242217.02,9.25,120,2023-03-06,Active
2036,4311,854,Personal,348008.43,8.04,120,2026-03-15,Active
2037,5965,617,Auto,376647.72,9.42,120,2022-10-29,Active
2038,3604,925,Student,41660.95,5.76,120,2023-09-27,Active
2039,2729,259,Mortgage,483461.46,11.59,36,2024-03-17,Active
2040,2220,338,Auto,448644.57,9.1,48,2023-02-11,Paid
2041,497,125,Personal,234634.73,10.8,360,2024-09-11,Active
2042,3577,199,Mortgage,431963.05,4.02,12,2021-06-03,Active
2043,3147,928,Mortgage,68360.61,8.22,360,2023-10-09,Active
2044,2367,858,Student,142406.45,11.49,36,2022-05-22,Active
2045,5368,325,Personal,234815.52,7.44,120,2023-06-20,Active
2046,1219,928,Personal,140472.45,6.34,12,2021-07-14,Active
2047,3335,325,Student,128020.42,8.26,48,2025-11-16,Active
2048,7491,189,Personal,306675.03,6.39,360,2022-01-08,Active
2049,7975,448,Mortgage,303731.04,4.03,120,2025-03-03,Active
2050,8040,127,Personal,14642.29,5.43,24,2023-09-20,Active
2051,7545,792,Student,148572.36,6.79,60,2023-08-30,Active
2052,8940,928,Auto,361683.85,11.38,36,2022-06-27,Active
2053,6421,350,Personal,461817.98,7.44,24,2024-06-08,Defaulted
2054,9040,328,Personal,295567.39,11.52,48,2023-05-01,Active
2055,3607,381,Personal,127590.89,11.96,48,2026-03-03,Active
2056,2195,754,Mortgage,205787.95,4.42,60,2024-09-18,Active
2057,8087,529,Mortgage,67171.79,10.59,48,2025-10-20,Active
2058,3025,704,Auto,98771.58,9.74,12,2024-03-07,Active
2059,4468,303,Mortgage,403953.86,3.56,12,2022-11-22,Active
2060,980,716,Auto,456337.26,3.94,120,2025-02-26,Paid
2061,7255,444,Student,366436.27,7.04,24,2024-12-27,Active
2062,5697,814,Auto,345151.88,4.17,360,2025-08-04,Paid
2063,1037,467,Student,291196.48,6.49,24,2022-10-25,Active
2064,8734,259,Mortgage,258393.35,5.01,12,2021-06-22,Active
2065,3429,194,Student,147248.49,8.02,24,2026-02-22,Active
2066,9394,303,Personal,28470.99,9.66,360,2022-02-22,Active
2067,9838,323,Auto,176621.29,8.09,360,2025-12-21,Active
2068,7882,617,Personal,405541.08,6.94,120,2025-12-24,Active
2069,4194,127,Personal,263030.73,6.03,24,2022-03-07,Active
2070,7046,703,Auto,162713.11,11.18,36,2022-09-20,Active
2071,5645,881,Auto,276300.12,6.47,60,2022-08-10,Active
2072,1555,858,Personal,484142.46,6.19,120,2023-12-02,Active
2073,9559,189,Student,310681.33,4.4,120,2024-07-30,Active
2074,952,858,Personal,270994.2,7.15,36,2024-08-17,Active
2075,5514,754,Personal,419022.28,11.09,48,2022-05-10,Paid
2076,5220,320,Personal,330527.33,10.9,60,2023-07-09,Active
2077,8183,704,Mortgage,46021.37,9.87,24,2022-09-01,Active
2078,3591,814,Personal,353784.88,6.14,60,2025-11-17,Active
2079,4591,132,Student,132568.44,4.35,48,2021-08-23,Active
2080,6356,704,Auto,432151.19,7.24,24,2025-06-18,Active
2081,7503,384,Personal,37266.06,4.71,36,2021-04-28,Active
2082,5006,754,Mortgage,103713.43,4.54,360,2022-09-07,Active
2083,8268,325,Auto,63752.29,4.6,36,2021-05-18,Active
2084,8636,925,Auto,407242.33,9.63,12,2025-04-17,Active
2085,8414,303,Personal,242010.57,10.76,60,2026-04-21,Active
2086,9272,106,Auto,124995.58,4.75,60,2021-06-10,Active
2087,9878,444,Student,225761.27,7.21,360,2025-01-05,Active
2088,1746,132,Mortgage,197003.38,5.4,60,2023-05-30,Active
2089,4582,199,Mortgage,90861.76,10.65,60,2024-05-10,Active
2090,5503,127,Student,157783.0,7.1,120,2022-03-05,Active
2091,9848,381,Auto,49761.22,5.42,12,2024-01-07,Active
2092,810,814,Student,193062.07,5.81,360,2021-12-20,Active
2093,6585,132,Student,399289.11,6.05,120,2021-12-12,Active
2094,3724,814,Mortgage,465688.09,10.53,48,2025-04-20,Paid
2095,5562,350,Mortgage,229026.08,11.21,24,2024-03-20,Active
2096,7349,489,Student,299858.47,8.54,360,2023-02-15,Defaulted
2097,1765,928,Student,304464.14,9.59,60,2023-04-26,Active
2098,8347,448,Student,498367.85,5.61,24,2022-04-23,Paid
2099,7505,242,Personal,496098.95,10.55,48,2025-01-19,Active
2100,1472,381,Mortgage,350535.33,10.62,24,2021-10-11,Defaulted
2101,3418,263,Personal,472380.54,5.3,60,2022-06-18,Active
2102,6730,199,Student,97594.3,5.31,60,2024-04-16,Active
2103,5459,323,Student,131870.16,11.88,360,2023-01-17,Active
2104,6294,859,Student,468356.17,6.9,48,2023-05-07,Active
2105,360,818,Auto,491730.7,11.4,12,2025-07-21,Active
2106,1152,792,Personal,292810.91,7.08,60,2025-05-05,Active
2107,9170,263,Auto,480469.93,9.08,120,2021-04-29,Active
2108,9673,127,Student,213254.33,8.31,360,2025-10-30,Paid
2109,9344,106,Mortgage,386499.91,4.69,24,2024-08-15,Active
2110,1834,195,Auto,430345.75,4.1,12,2021-09-30,Active
2111,8497,350,Mortgage,95232.98,4.88,120,2023-12-08,Paid
2112,8402,489,Personal,315385.91,6.13,24,2023-04-26,Active
2113,2690,716,Mortgage,5821.75,4.81,36,2025-04-16,Active
